Id,SalePrice
1461,11.678482962011197
1462,11.913777564853001
1463,12.097987397885325
1464,12.178952761643181
1465,12.19678419681079
1466,12.064329407863005
1467,12.092397093579466
1468,12.010224602723289
1469,12.16087593455101
1470,11.68639292890903
1471,12.110715477825094
1472,11.525354134224312
1473,11.509039587895076
1474,11.925487147894358
1475,11.642258467803213
1476,12.782036234912045
1477,12.435952651026202
1478,12.592163535327662
1479,12.542984854278139
1480,13.157500372588547
1481,12.696342760852962
1482,12.280713316701327
1483,12.059839777077437
1484,12.016133322375795
1485,12.118713993856936
1486,12.186768325177368
1487,12.708945371525045
1488,12.395029000247394
1489,12.123230411712973
1490,12.349660138320855
1491,12.147084252878393
1492,11.516300129001479
1493,12.112893399984797
1494,12.655771156446217
1495,12.660397670909973
1496,12.307863292762997
1497,12.088531682251622
1498,11.99019559990281
1499,12.01857714249901
1500,11.966334694000054
1501,12.042484347823018
1502,11.95365344052675
1503,12.508931254466445
1504,12.405280671771798
1505,12.338770631214212
1506,12.144007122971804
1507,12.463436477810701
1508,12.22473334368655
1509,11.95028877877226
1510,11.846785437953239
1511,11.860242260003774
1512,12.055141581306188
1513,11.865847801159465
1514,12.004150466067257
1515,12.197165866228085
1516,11.894804844023403
1517,11.959786028665539
1518,11.808410953917907
1519,12.24865317309123
1520,11.734609023250224
1521,11.740292274286082
1522,12.07629906546487
1523,11.562611115984367
1524,11.567825657721274
1525,11.657022461982834
1526,11.640899123737986
1527,11.613963004176826
1528,11.840722457710019
1529,11.804260720109562
1530,12.154581604932952
1531,11.717796982653315
1532,11.494230634607696
1533,11.802792041466926
1534,11.654803279781046
1535,11.898685373975606
1536,11.5777837426037
1537,11.383665063330286
1538,11.859246385864266
1539,12.077256518012769
1540,11.605801867396277
1541,11.813546107824129
1542,11.814361285990506
1543,12.044572068754317
1544,11.331417471911866
1545,11.543707929575968
1546,11.731521151716874
1547,11.75899980669664
1548,11.652632304229048
1549,11.621531802815582
1550,11.748054406534441
1551,11.670078379335992
1552,11.805272008103712
1553,11.819657768629844
1554,11.647140968450923
1555,12.074477817191296
1556,11.592985266874619
1557,11.614584917277742
1558,11.507916638535296
1559,11.450827867544838
1560,11.750475641145947
1561,11.739866492726337
1562,11.747137390916327
1563,11.654922116532562
1564,11.998523629925316
1565,11.926001835372755
1566,12.35335118036422
1567,11.419013075919807
1568,12.346226027843242
1569,11.855747010085501
1570,11.786381157105346
1571,11.695519405954379
1572,11.81931510852225
1573,12.2388957796703
1574,11.768896964452528
1575,12.319731739622089
1576,12.386155312959584
1577,12.079873705649197
1578,11.875758295676984
1579,11.87950538551025
1580,12.18677952827029
1581,11.863279499984351
1582,11.753634001895366
1583,12.671722438072907
1584,12.339439328029584
1585,11.842097837583665
1586,11.322009924111542
1587,11.511519172908505
1588,11.779917765614561
1589,11.53776087330073
1590,11.767214398957984
1591,11.431796392538551
1592,11.707330777513478
1593,11.710658593480222
1594,11.678220299848038
1595,11.689224130257731
1596,12.29579178127961
1597,12.082941117077967
1598,12.146380083503178
1599,11.981579585875268
1600,11.992535906749646
1601,11.156552840285809
1602,11.610202780163648
1603,11.303457811190894
1604,12.400146065054772
1605,12.408039142225196
1606,12.025044023260124
1607,12.110318145452178
1608,12.292795957373487
1609,12.11880134499791
1610,11.958885075190771
1611,11.879206512887324
1612,12.024369895684067
1613,12.04870239775729
1614,11.664985758192365
1615,11.3826993612097
1616,11.349799553270504
1617,11.430985329072353
1618,11.699243363322369
1619,11.807096244738235
1620,12.14382517787074
1621,11.829817840363638
1622,11.83498473432411
1623,12.463037606133673
1624,12.230094355827621
1625,11.660552275306687
1626,12.064624307242434
1627,12.177026565180197
1628,12.528907904063237
1629,12.077104130797727
1630,12.763554475642769
1631,12.270907144692146
1632,12.379032721709669
1633,12.048965062994757
1634,12.121852949449755
1635,12.092525643094207
1636,11.983426594643317
1637,12.177767441222924
1638,12.198462457581268
1639,12.134939032697018
1640,12.427493473009974
1641,12.14475155579792
1642,12.350377425675438
1643,12.328693802076387
1644,12.3635039331815
1645,12.319500500323489
1646,12.005937580113054
1647,12.021128471375569
1648,11.756982255403177
1649,11.741300117880115
1650,11.680253461616248
1651,11.708075089306519
1652,11.534412956914412
1653,11.533956844340684
1654,11.918048671816159
1655,11.871819669213535
1656,11.888355377640883
1657,11.93225989543322
1658,11.899072179203353
1659,11.714102373820943
1660,11.88900427751897
1661,13.104078242332283
1662,12.876149539804802
1663,12.81990876450731
1664,13.20836367197033
1665,12.634391918239919
1666,12.74937950677946
1667,12.80802143274804
1668,12.73180853495262
1669,12.602455961215417
1670,12.751322643699657
1671,12.528176687529765
1672,13.046084766196477
1673,12.651595992655741
1674,12.456614983593086
1675,12.222954224786678
1676,12.21998362239418
1677,12.34485247855736
1678,13.077404250326913
1679,12.850120386815663
1680,12.639963952898382
1681,12.411281338050129
1682,12.660570997130309
1683,12.223854666174198
1684,12.136379935651837
1685,12.05927352062229
1686,12.062306593301262
1687,12.050256681711547
1688,12.170540472389272
1689,12.180050013473936
1690,12.201399360576577
1691,12.147523709664307
1692,12.450426580907363
1693,12.032224120303068
1694,12.091505578150052
1695,12.034832205742916
1696,12.513511185687893
1697,12.035478212594223
1698,12.896281417391588
1699,12.713381791217225
1700,12.47760161197457
1701,12.571575809219787
1702,12.425864728044893
1703,12.438353590258863
